customerid,systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,closeddate,firstduedate,firstrepaiddate
8a858ff85b339568015b33e96b393bff,301877187,2,2017-04-22 19:47:46,2017-04-22 18:47:40,10000.0,13000.0,30,2017-05-19 14:40:51,2017-05-22,2017-05-19
8a858e255b910db1015ba0f1568c39f8,301954264,4,2017-06-28 08:46:18,2017-06-28 07:46:12,20000.0,24500.0,30,2017-07-28 10:58:08,2017-07-28,2017-07-28
8a858ed25ba09f98015ba9a3696f65db,301956479,2,2017-06-29 15:53:11,2017-06-29 14:53:05,10000.0,13000.0,30,2017-07-24 22:08:16,2017-07-31,2017-07-24
8a858f555cc65d60015cc87c7641417a,301947372,1,2017-06-22 09:03:22,2017-06-22 08:02:07,10000.0,13000.0,30,2017-07-20 10:09:55,2017-07-24,2017-07-20
8a858fe8555f401f01556dbd487e78d5,301635277,1,2016-06-20 13:25:58,2016-06-20 12:25:32,10000.0,13000.0,30,2016-07-18 15:09:04,2016-07-20,2016-07-18
8a85881053bc33670153c9dc2e3a4393,301846575,8,2017-03-25 20:50:51,2017-03-25 19:50:44,30000.0,36800.0,60,2017-05-24 09:51:54,2017-04-24,2017-04-24
8a85888c548fb3d501549748043c4fc2,301957103,2,2017-06-30 06:26:59,2017-06-30 05:26:52,10000.0,11500.0,15,2017-07-18 09:34:36,2017-07-17,2017-07-18
8a8588fd53e2e6cf0153ec3302de1278,301838757,5,2017-03-15 13:16:03,2017-03-15 12:15:54,20000.0,23800.0,30,2017-04-04 14:01:43,2017-04-14,2017-04-04
8a85893d53f104eb015409d628cd0e46,301610372,1,2016-04-12 11:57:32,2016-04-12 10:57:26,10000.0,13000.0,30,2016-05-14 00:03:48,2016-05-12,2016-05-13
8a8589a453bc422d0153c7b616f60646,301844830,7,2017-03-23 11:50:13,2017-03-23 10:50:06,30000.0,34400.0,30,2017-04-02 10:07:14,2017-04-24,2017-04-02
8a858e0156b782a10156c2f83bd248f2,301802923,4,2017-01-26 14:38:50,2017-01-26 13:38:41,15000.0,18350.0,30,2017-03-04 07:55:20,2017-02-27,2017-03-04
8a858e2155defefd0155e88ca1b22485,301824009,6,2017-02-22 11:06:54,2017-02-22 10:06:42,40000.0,47600.0,60,2017-04-21 09:04:00,2017-03-24,2017-03-23
8a858e345be813ea015be81b372e07dd,301946227,4,2017-06-21 10:55:10,2017-06-21 09:55:04,20000.0,24500.0,30,2017-07-14 13:27:16,2017-07-21,2017-07-14
8a858e3c5853733801585dadb1334a2e,301769787,1,2016-12-05 23:12:11,2016-12-05 22:12:02,10000.0,11500.0,15,2016-12-12 10:41:51,2016-12-20,2016-12-12
8a858e5d5bf3454f015bf3c38c482aa5,301905238,1,2017-05-13 16:47:08,2017-05-13 15:46:56,10000.0,13000.0,30,2017-06-05 22:49:29,2017-06-12,2017-06-05
8a858e655a047d1a015a0daaf9874735,301909182,6,2017-05-16 10:37:32,2017-05-16 09:36:25,20000.0,24500.0,30,2017-06-15 01:45:32,2017-06-15,2017-06-15
8a858e6d5b252065015b2fa1ee3843da,301953229,3,2017-06-27 10:32:57,2017-06-27 09:32:50,10000.0,11500.0,15,2017-07-09 10:17:12,2017-07-13,2017-07-09
8a858e7b55deef140155e587fc3b63ba,301918857,4,2017-05-26 13:26:16,2017-05-26 12:26:10,20000.0,22250.0,15,2017-06-10 13:03:57,2017-06-12,2017-06-10
8a858e995ccb5414015ccc4147cb4bc8,301953804,1,2017-06-27 18:31:25,2017-06-27 17:31:17,10000.0,13000.0,30,2017-07-27 05:31:23,2017-07-27,2017-07-27
8a858eba5b681df4015b703c75a501bc,301905916,3,2017-05-14 07:56:06,2017-05-14 06:56:00,10000.0,11500.0,15,2017-05-21 17:18:45,2017-05-30,2017-05-21
8a858ed25b1b19eb015b1b59dc1b15a7,301937087,5,2017-06-13 11:45:33,2017-06-13 10:45:27,10000.0,11125.0,15,2017-06-30 11:00:09,2017-06-28,2017-06-30
8a858ed759d079530159d127708943f6,301866169,4,2017-04-12 17:35:24,2017-04-12 16:35:18,20000.0,23800.0,30,2017-05-12 13:58:38,2017-05-12,2017-05-12
8a858edd56236fc8015623c3a4f40467,301661673,1,2016-07-26 21:57:17,2016-07-26 20:56:21,10000.0,11500.0,15,2016-08-02 13:22:18,2016-08-10,2016-08-02
8a858ee159de9b420159dee292301739,301803773,1,2017-01-27 10:17:41,2017-01-27 09:17:23,10000.0,13000.0,30,2017-02-27 19:20:13,2017-02-27,2017-02-27
8a858eea5a232d51015a2452529c1455,301852683,2,2017-04-02 19:54:13,2017-04-02 18:54:06,10000.0,11500.0,15,2017-04-10 16:37:36,2017-04-17,2017-04-10
8a858ef258d4a48b0158e9fb404a4f72,301929191,3,2017-06-06 18:37:48,2017-06-06 17:37:35,10000.0,11500.0,15,2017-06-19 18:46:18,2017-06-21,2017-06-19
8a858f0d58a18ebc0158b0ec239828b8,301794231,1,2017-01-16 14:10:06,2017-01-16 13:09:44,10000.0,13000.0,30,2017-02-15 10:38:51,2017-02-15,2017-02-15
8a858f13556665aa015572d6e7b872de,301790638,8,2017-01-10 09:57:48,2017-01-10 08:57:38,30000.0,34400.0,30,2017-02-06 13:51:54,2017-02-09,2017-02-06
8a858f2d5853901a015861e6f6315db1,301842165,2,2017-03-20 10:16:26,2017-03-20 09:16:19,10000.0,11500.0,15,2017-03-22 17:59:40,2017-04-04,2017-03-22
8a858f365b2547f3015b30981af37cb7,301860237,2,2017-04-08 08:52:44,2017-04-08 07:52:36,10000.0,11500.0,15,2017-04-28 20:32:11,2017-04-24,2017-04-28
8a858f445d41ebbe015d4d646b946dec,301981374,1,2017-07-17 09:12:16,2017-07-17 08:11:06,10000.0,11500.0,15,2017-07-25 14:51:05,2017-08-03,2017-07-25
8a858f615591c2cc015598dface34f3a,301739927,4,2016-10-08 18:51:54,2016-10-08 17:51:40,20000.0,24500.0,30,2016-11-04 13:45:27,2016-11-07,2016-11-04
8a858f675c1c43bc015c209f0e59388c,301943641,2,2017-06-19 13:34:33,2017-06-19 12:33:27,10000.0,13000.0,30,2017-07-17 10:46:37,2017-07-19,2017-07-17
8a858f7d5ab3ca4b015ab5184798706a,301907796,2,2017-05-15 14:15:34,2017-05-15 13:15:27,10000.0,13000.0,30,2017-06-25 08:44:20,2017-06-14,2017-06-25
8a858f8a558227f20155862e521949ca,301839975,5,2017-03-17 06:17:41,2017-03-17 05:17:34,20000.0,23800.0,30,2017-04-17 06:36:43,2017-04-17,2017-04-17
8a858f985bee01cb015bf16ec19f5383,301937325,2,2017-06-13 14:47:42,2017-06-13 13:47:31,10000.0,13000.0,30,2017-07-13 05:10:45,2017-07-13,2017-07-13
8a858f9d5668e3f101567827de3b11f2,301676677,1,2016-08-11 06:52:28,2016-08-11 05:52:19,10000.0,13000.0,30,2016-08-31 00:09:04,2016-09-12,2016-08-30
8a858fa154e2912f0154eee022676b1c,301625334,1,2016-05-26 22:02:42,2016-05-26 21:02:36,10000.0,13000.0,30,2016-06-28 15:47:30,2016-06-27,2016-06-28
8a858fa4552add9f01553e7f443c4214,301934922,11,2017-06-11 15:48:58,2017-06-11 14:47:50,30000.0,34500.0,30,2017-06-26 14:10:55,2017-07-12,2017-06-26
8a858fb15a41784f015a41921e4c142b,301817625,1,2017-02-15 13:05:33,2017-02-15 12:05:19,10000.0,11500.0,15,2017-02-28 09:56:32,2017-03-02,2017-02-28
8a858fc75cd62882015ce3990b726a9b,301968792,1,2017-07-08 05:05:31,2017-07-08 04:05:11,10000.0,11500.0,15,2017-07-13 09:52:53,2017-07-24,2017-07-13
8a858fcf5b39c3ba015b3b269d573d36,301879304,2,2017-04-24 21:09:54,2017-04-24 20:09:47,10000.0,11500.0,15,2017-05-08 23:10:29,2017-05-09,2017-05-08
8a858fe756939bbb0156993f3dda2d08,301751922,4,2016-10-30 14:31:50,2016-10-30 13:31:40,20000.0,24500.0,30,2016-11-21 14:21:07,2016-11-29,2016-11-21
8a858fef570f30e501572962ab8f7a1f,301849753,7,2017-03-30 00:15:19,2017-03-29 23:15:11,20000.0,23800.0,30,2017-05-03 09:23:57,2017-05-02,2017-05-03
8a8588fd53c244bc0153c72ed1924a60,301804926,13,2017-01-28 10:46:29,2017-01-28 09:46:23,30000.0,36800.0,60,2017-02-28 18:12:46,2017-02-27,2017-02-28
8a858e325b3e903a015b3eb4ce4b2882,301856659,1,2017-04-05 17:07:23,2017-04-05 16:07:10,10000.0,13000.0,30,2017-04-19 21:52:55,2017-05-05,2017-04-19
8a858ecc5b5defb4015b5ea3f3613ec1,301923723,2,2017-06-01 10:12:44,2017-06-01 09:12:38,10000.0,11500.0,15,2017-06-20 20:55:40,2017-06-16,2017-06-20
8a858f68587f3da1015880ef5d8805b4,301820970,4,2017-02-18 12:53:48,2017-02-18 11:53:33,20000.0,23800.0,30,2017-03-24 08:56:26,2017-03-20,2017-03-24
8a1088a0484472eb01484669e3ce4e0b,301960241,1,2017-07-02 19:19:01,2017-07-02 18:17:53,10000.0,11500.0,15,2017-07-24 20:50:43,2017-07-18,2017-07-24
8a8588235375c27f01537f79100c40c3,301822779,1,2017-02-20 21:05:25,2017-02-20 20:05:05,10000.0,11500.0,15,2017-03-17 14:49:28,2017-03-07,2017-03-17
8a85889853f0fbaa01540444629832e2,301746533,6,2016-10-20 01:58:37,2016-10-19 10:34:33,15000.0,17250.0,30,2016-11-17 14:26:10,2016-11-21,2016-11-17
8a85892e5425ad2001543095054f5b28,301875478,5,2017-04-21 10:10:37,2017-04-21 09:10:23,10000.0,11500.0,15,2017-06-02 21:22:20,2017-05-08,2017-06-02
8a858966538deb190153a778edfb61aa,301621058,3,2016-05-16 07:21:29,2016-05-16 06:21:22,10000.0,13000.0,30,2016-06-14 00:03:01,2016-06-15,2016-06-13
8a8589a453bc422d0153c82e861c34f1,301613981,2,2016-04-25 09:27:18,2016-04-25 08:27:13,10000.0,13000.0,30,2016-05-24 00:04:29,2016-05-25,2016-05-23
8a8589f853f100fb01540a6faacb4e74,301627021,2,2016-06-01 18:36:23,2016-06-01 17:36:16,10000.0,13000.0,30,2016-07-12 09:39:39,2016-07-01,2016-07-12
8a858e0256b781d80156c09f1e585c2f,301708737,1,2016-09-07 20:48:12,2016-09-07 19:47:59,10000.0,11500.0,15,2016-10-12 09:57:25,2016-09-22,2016-10-12
8a858e105bd92644015be07c35237d0d,301931544,2,2017-06-08 15:38:57,2017-06-08 14:38:50,10000.0,13000.0,30,2017-07-07 08:59:41,2017-07-10,2017-07-07
8a858e045cd5b1d6015cd6da7b3b4bf2,301950390,1,2017-06-24 13:00:39,2017-06-24 11:59:31,10000.0,13000.0,30,2017-07-19 11:06:54,2017-07-25,2017-07-19
8a858e1c5bab1191015bae9d16cc1cf6,301956746,3,2017-06-29 19:10:28,2017-06-29 18:10:23,10000.0,13000.0,30,2017-07-29 15:50:57,2017-07-31,2017-07-29
8a858e335d1dd902015d25fb29be48ff,301970100,1,2017-07-09 11:18:29,2017-07-09 10:18:17,10000.0,11500.0,15,2017-07-12 10:51:14,2017-07-25,2017-07-12
8a858e6f5cd5e874015ce7931b330a91,301952933,1,2017-06-27 04:35:34,2017-06-27 03:34:26,10000.0,11500.0,15,2017-07-11 19:41:06,2017-07-12,2017-07-11
8a858f4c5bb597f6015bc3cc1fbb7104,301899715,1,2017-05-10 17:12:51,2017-05-10 16:12:40,10000.0,13000.0,30,2017-06-12 18:50:32,2017-06-12,2017-06-12
8a858fa15c8ceaaa015c8d79c65f4f86,301940563,1,2017-06-16 08:26:52,2017-06-16 07:25:44,10000.0,13000.0,30,2017-07-14 18:47:31,2017-07-17,2017-07-14
8a858fcf5591c5cf015597c298cb15d9,301962931,1,2017-07-04 11:22:06,2017-07-04 10:20:58,10000.0,13000.0,30,2017-07-12 15:26:21,2017-08-03,2017-07-12
8a858ff45be92ea2015be98bc2162c96,301943352,1,2017-06-19 10:07:48,2017-06-19 09:06:40,10000.0,13000.0,30,2017-07-05 08:09:40,2017-07-19,2017-07-05
8a858f7e5c69a6e3015c69b6aba2072e,301925291,1,2017-06-02 18:19:00,2017-06-02 17:18:52,10000.0,13000.0,30,2017-07-04 21:32:29,2017-07-05,2017-07-04
8a858e225c404292015c4419d23d04f8,301957129,2,2017-06-30 07:06:57,2017-06-30 06:06:52,10000.0,13000.0,30,2017-07-25 21:41:27,2017-07-31,2017-07-25
8a858e9156e137c601570b2f414c4258,301877847,1,2017-04-23 18:37:27,2017-04-23 17:37:16,10000.0,11500.0,15,2017-05-11 21:58:28,2017-05-08,2017-05-11
8a858ee0560bc07701561391bb845623,301658547,1,2016-07-22 19:11:11,2016-07-22 18:10:58,10000.0,13000.0,30,2016-09-15 16:55:38,2016-08-22,2016-09-15
8a858f065b1fe50a015b200b42462585,301947924,3,2017-06-22 15:19:39,2017-06-22 14:19:30,10000.0,13000.0,30,2017-07-30 08:41:24,2017-07-24,2017-07-30
8a858f1e5aec5791015aecbc59413486,301914207,2,2017-05-20 13:41:14,2017-05-20 12:41:07,10000.0,11500.0,15,2017-06-12 15:36:32,2017-06-05,2017-06-12
8a858f2d5853901a01586382639065c7,301758875,1,2016-11-14 16:44:54,2016-11-14 15:44:13,10000.0,11500.0,15,2016-11-19 14:27:08,2016-11-29,2016-11-19
8a858f595ccb6f86015cced9f57a03d6,301952058,1,2017-06-26 09:58:04,2017-06-26 08:56:56,10000.0,13000.0,30,2017-07-25 17:39:27,2017-07-27,2017-07-25
8a858fd95c3b5bca015c3fcc0b374c3e,301928159,1,2017-06-05 20:46:50,2017-06-05 19:46:36,10000.0,11500.0,15,2017-06-19 18:05:16,2017-06-21,2017-06-19
8a858ffd5c8d343d015c97cecd270cb5,301939263,1,2017-06-15 06:50:59,2017-06-15 05:49:51,10000.0,11500.0,15,2017-06-23 23:42:42,2017-07-03,2017-06-23
8a858e065ccb8bc0015ccc9d8c2532cb,301947302,1,2017-06-22 07:58:06,2017-06-22 06:56:58,10000.0,13000.0,30,2017-07-01 10:03:52,2017-07-24,2017-07-01
8a858e5d57518f4601576a5b604c4adf,301974644,1,2017-07-12 14:01:01,2017-07-12 12:59:52,10000.0,11500.0,15,2017-07-12 14:41:45,2017-07-27,2017-07-12
8a858e695d1e075c015d211df3354b8e,301970544,1,2017-07-09 19:17:07,2017-07-09 18:16:23,10000.0,11500.0,15,2017-07-17 12:16:40,2017-07-25,2017-07-17
8a858ec45577f83e01557eaf9f0b1f4c,301974808,1,2017-07-12 15:40:52,2017-07-12 14:39:42,10000.0,11500.0,15,2017-07-20 15:20:46,2017-07-27,2017-07-20
8a858f0f5d1df2ad015d219c38c87827,301969572,1,2017-07-08 18:29:18,2017-07-08 17:29:03,10000.0,13000.0,30,2017-07-17 08:13:09,2017-08-08,2017-07-17
8a858f965c6950da015c6acefa5f661f,301925595,1,2017-06-02 23:09:31,2017-06-02 22:08:53,10000.0,13000.0,30,2017-06-28 18:18:12,2017-07-03,2017-06-28
8a858e105bd92644015bdd374f0d1a3a,301894816,1,2017-05-08 07:46:34,2017-05-08 06:46:25,10000.0,13000.0,30,2017-06-07 12:20:27,2017-06-07,2017-06-07
8a858e395cb1d4d9015cba9fbb6e6e2c,301942850,1,2017-06-18 17:01:41,2017-06-18 15:29:05,10000.0,13000.0,30,2017-07-13 09:06:39,2017-07-19,2017-07-13
8a858e615c832be8015c87cc64661017,301931423,1,2017-06-08 14:15:34,2017-06-08 13:14:25,10000.0,13000.0,30,2017-07-05 10:47:59,2017-07-10,2017-07-05
8a858f975c4582c4015c4e5295c66873,301923920,1,2017-06-01 13:12:56,2017-06-01 12:12:48,10000.0,13000.0,30,2017-07-05 18:19:58,2017-07-03,2017-07-05
8a858fe5569398920156b644671b0f2a,301940942,2,2017-06-16 13:16:13,2017-06-16 12:16:06,10000.0,13000.0,30,2017-07-17 14:21:02,2017-07-17,2017-07-17
8a858ea55b58f026015b599e472439d2,301899684,1,2017-05-10 16:53:33,2017-05-10 15:53:24,10000.0,11500.0,15,2017-05-26 21:06:35,2017-05-26,2017-05-26
8a858f265c2187bd015c3402a9e52573,301916045,1,2017-05-23 08:31:29,2017-05-23 07:30:21,10000.0,13000.0,30,2017-06-20 18:42:29,2017-06-22,2017-06-20
8a858e245c5f3f7c015c63d531167c8a,301925120,1,2017-06-02 16:39:58,2017-06-02 15:39:45,10000.0,13000.0,30,2017-07-03 05:40:34,2017-07-03,2017-07-03
8a858e545cf8f7eb015cf918d0ed129a,301958091,1,2017-06-30 17:37:33,2017-06-30 16:37:26,10000.0,11500.0,15,2017-07-07 17:24:14,2017-07-17,2017-07-07
8a858e715bd3fa19015bd7d998442e30,301929286,3,2017-06-06 20:27:07,2017-06-06 19:27:01,10000.0,11500.0,15,2017-07-14 10:10:55,2017-06-21,2017-07-14
8a858e885c63d379015c6ed663042002,301950175,2,2017-06-24 09:54:53,2017-06-24 08:53:47,10000.0,13000.0,30,2017-07-24 06:36:35,2017-07-24,2017-07-24
8a858e2159f3c9030159f4336f1925f4,301927702,8,2017-06-05 13:54:18,2017-06-05 12:54:01,20000.0,24500.0,30,2017-07-05 13:45:31,2017-07-05,2017-07-05
8a858e285ba4bf33015ba50277171d93,301879970,1,2017-04-25 13:37:28,2017-04-25 12:37:05,10000.0,11500.0,15,2017-04-30 15:14:51,2017-05-10,2017-04-30
8a858e36590808e3015917a6dae57137,301806715,2,2017-01-31 00:31:18,2017-01-30 23:31:07,10000.0,13000.0,30,2017-03-02 00:49:50,2017-03-02,2017-03-02
8a858e5b5bd99460015be7d577b04e0d,301921596,2,2017-05-30 08:31:51,2017-05-30 07:31:44,10000.0,11500.0,15,2017-06-14 07:23:59,2017-06-14,2017-06-14
8a858e705b3a03c7015b3d4d6eca680c,301856052,1,2017-04-05 10:56:33,2017-04-05 09:56:20,10000.0,13000.0,30,2017-05-01 15:41:39,2017-05-05,2017-05-01
8a858e935b496584015b496cdac50369,301873915,2,2017-04-19 22:09:04,2017-04-19 21:08:57,10000.0,11500.0,15,2017-05-09 11:10:28,2017-05-04,2017-05-09
8a858e985885ff6d0158aa2ce6772cff,301839105,5,2017-03-15 20:41:52,2017-03-15 19:40:43,20000.0,23800.0,30,2017-04-21 20:51:55,2017-04-14,2017-04-21
8a858eae5a42129d015a421fa6270603,301817766,1,2017-02-15 15:34:03,2017-02-15 14:33:53,10000.0,11500.0,15,2017-03-02 12:55:18,2017-03-03,2017-03-02
8a858ec05a9535db015a9b7e03650141,301897157,4,2017-05-09 11:29:00,2017-05-09 10:28:47,20000.0,24500.0,30,2017-06-08 17:25:52,2017-06-08,2017-06-08
8a858ed75732b68101574d1614f23803,301823954,2,2017-02-22 10:05:11,2017-02-22 09:05:04,10000.0,11500.0,15,2017-03-09 00:38:03,2017-03-09,2017-03-09
8a858ee1578e399501579186cb2d6283,301752548,2,2016-10-31 21:23:32,2016-10-31 20:23:23,10000.0,13000.0,30,2016-11-29 09:35:29,2016-11-30,2016-11-29
8a858ee65be8d42d015be8ed0ebb0f5f,301913394,1,2017-05-19 11:44:53,2017-05-19 10:43:45,10000.0,13000.0,30,2017-06-12 12:45:20,2017-06-19,2017-06-12
8a858ef358d4a48e0158d50224cb12c5,301930200,7,2017-06-07 15:26:04,2017-06-07 14:25:58,20000.0,23000.0,30,2017-07-07 17:40:07,2017-07-07,2017-07-07
8a858efb54ccb4820154cd9a41672ee0,301759871,1,2016-11-16 03:45:18,2016-11-16 02:44:09,10000.0,13000.0,30,2016-12-16 12:46:43,2016-12-16,2016-12-16
8a858f085a477386015a47dc3a683d93,301819322,1,2017-02-16 21:48:26,2017-02-16 20:48:16,10000.0,13000.0,30,2017-03-10 15:24:00,2017-03-20,2017-03-10
8a858f145b42fac4015b43071e610aab,301865343,1,2017-04-12 07:00:43,2017-04-12 06:00:36,10000.0,11500.0,15,2017-04-26 08:32:57,2017-04-27,2017-04-26
8a858f1a5b66e6d6015b66ebd451051b,301937388,4,2017-06-13 15:35:37,2017-06-13 14:35:31,20000.0,24500.0,30,2017-07-10 06:21:57,2017-07-13,2017-07-10
8a858f2b5b870cfe015b870e2543007e,301878825,2,2017-04-24 15:22:13,2017-04-24 14:22:07,10000.0,13000.0,30,2017-05-24 11:11:15,2017-05-24,2017-05-24
8a858f365b2547f3015b2d7c3d736f1a,301899741,4,2017-05-10 17:24:11,2017-05-10 16:24:04,15000.0,16687.5,15,2017-05-22 16:09:00,2017-05-25,2017-05-22
8a858f4156939c3c0156a2957b34644c,301848474,5,2017-03-28 15:28:58,2017-03-28 14:28:52,20000.0,23800.0,30,2017-04-27 01:32:54,2017-04-27,2017-04-27
8a858f4b55df0f530155ebb514c354cc,301761939,3,2016-11-20 10:00:35,2016-11-20 09:00:23,20000.0,23800.0,30,2016-12-07 16:38:15,2016-12-20,2016-12-07
8a858f565af28234015af2e8053c0ada,301849912,1,2017-03-30 09:43:02,2017-03-30 08:42:53,10000.0,11500.0,15,2017-04-12 10:04:56,2017-04-14,2017-04-12
8a858f635a8a972f015a8b9cb9d14bd5,301888079,5,2017-05-03 09:54:33,2017-05-03 08:54:23,15000.0,16675.0,15,2017-05-13 09:32:21,2017-05-18,2017-05-13
8a858f6f5b3f095b015b420385286ad0,301917982,3,2017-05-25 12:05:46,2017-05-25 11:05:40,10000.0,13000.0,30,2017-07-07 14:34:16,2017-06-28,2017-07-07
8a858f855bf2f1ad015bf67271165549,301931396,2,2017-06-08 13:50:40,2017-06-08 12:50:34,10000.0,13000.0,30,2017-07-08 09:45:26,2017-07-10,2017-07-08
8a858f99560bbe4501561769d7674785,301659036,1,2016-07-23 12:09:57,2016-07-23 11:09:46,10000.0,13000.0,30,2016-08-16 12:16:00,2016-08-22,2016-08-15
8a858fa4552add9f0155486adf77224e,301825367,4,2017-02-24 07:16:40,2017-02-24 06:16:34,10000.0,11500.0,15,2017-03-07 19:48:02,2017-03-13,2017-03-07
8a858fab5cd5e1a7015cdbcb4ba75d93,301950984,1,2017-06-25 00:32:48,2017-06-24 23:31:41,10000.0,13000.0,30,2017-07-25 05:45:13,2017-07-25,2017-07-25
8a858fc9580b91da0158173d53626619,301862212,7,2017-04-10 11:32:18,2017-04-10 10:32:10,20000.0,23800.0,30,2017-05-09 19:39:35,2017-05-10,2017-05-09
8a858fe756939bbb01569a4804eb511b,301685033,1,2016-08-17 21:55:20,2016-08-17 20:55:03,10000.0,11500.0,15,2016-08-29 16:20:32,2016-09-01,2016-08-29
8a858e0059416900015959ea8c801312,301971825,1,2017-07-10 17:06:09,2017-07-10 16:05:01,10000.0,11500.0,15,2017-07-27 19:53:41,2017-07-26,2017-07-27
8a858e5555780ea001557c358eac1a2c,301690032,3,2016-08-22 12:40:09,2016-08-22 11:40:01,20000.0,24500.0,30,2017-01-09 02:46:14,2016-09-21,2017-01-09
8a858eda5c8863ff015ca0c606e96219,301936994,1,2017-06-13 10:39:34,2017-06-13 09:38:26,10000.0,11500.0,15,2017-07-10 09:34:04,2017-06-28,2017-07-10
8a858f565c3acb9d015c4398b36817a8,301919407,1,2017-05-27 09:04:40,2017-05-27 08:03:32,10000.0,13000.0,30,2017-06-21 08:50:03,2017-06-28,2017-06-21
8a85886e54beabf90154c3f2f2ba3e59,301845867,5,2017-03-24 16:25:56,2017-03-24 15:25:17,10000.0,12800.0,30,2017-04-21 11:46:11,2017-04-24,2017-04-21
8a8588f35451808f015475d4e4432f4f,301926356,5,2017-06-03 19:34:23,2017-06-03 18:34:16,10000.0,13000.0,30,2017-07-05 15:44:51,2017-07-03,2017-07-05
8a85893d53f104eb01540e4ca76369ad,301716290,7,2016-09-15 15:36:42,2016-09-15 14:36:31,20000.0,24500.0,30,2016-10-14 23:08:52,2016-10-17,2016-10-14
8a858f0455d9feaf0155e0332396619d,301919039,2,2017-05-26 17:06:41,2017-05-26 16:06:34,10000.0,13000.0,30,2017-06-23 15:28:15,2017-06-26,2017-06-23
8a858f265b1416a5015b145705f24eb2,301927890,2,2017-06-05 16:23:54,2017-06-05 15:23:47,10000.0,13000.0,30,2017-07-04 17:09:15,2017-07-06,2017-07-04
8a858f3c5c16cadb015c171ebcfb30b6,301958118,3,2017-06-30 17:52:23,2017-06-30 16:52:17,10000.0,11500.0,15,2017-07-16 22:06:30,2017-07-17,2017-07-16
8a858f795896e56b0158a47b8be660c5,301835265,2,2017-03-10 08:22:20,2017-03-10 07:22:13,10000.0,11500.0,15,2017-03-29 08:33:03,2017-03-27,2017-03-29
8a858fa55acd8061015ad15eb8b47940,301838675,1,2017-03-15 11:16:56,2017-03-15 10:15:37,10000.0,13000.0,30,2017-04-12 21:53:17,2017-04-14,2017-04-12
8a858fbb5bf26814015bf27f571811dd,301907009,1,2017-05-15 07:19:18,2017-05-15 06:19:10,10000.0,11500.0,15,2017-05-31 19:58:17,2017-05-31,2017-05-31
8a858fd95c3b5bca015c43d710a059bb,301950712,2,2017-06-24 17:43:46,2017-06-24 16:43:40,10000.0,11500.0,15,2017-07-10 05:35:23,2017-07-10,2017-07-10
8a858fc45c21da6f015c31f01ed74654,301946977,2,2017-06-21 20:55:19,2017-06-21 19:55:13,10000.0,13000.0,30,2017-07-21 05:03:36,2017-07-21,2017-07-21
8a85897353d85af80153db21edaa0bf8,301813895,5,2017-02-09 23:07:45,2017-02-09 22:07:39,20000.0,21800.0,15,2017-02-15 13:33:24,2017-02-24,2017-02-15
8a858e0256b781d80156c65a6ffb2709,301696170,1,2016-08-26 11:17:33,2016-08-26 10:17:23,10000.0,11500.0,15,2016-09-08 12:01:00,2016-09-12,2016-09-08
8a858e1a5bce88e5015bced034b62745,301888533,1,2017-05-03 16:19:41,2017-05-03 15:19:31,10000.0,13000.0,30,2017-06-03 23:47:08,2017-06-02,2017-06-03
8a858e255557edfe01557510da606263,301831337,10,2017-03-04 13:27:46,2017-03-04 12:27:35,30000.0,36800.0,60,2017-04-29 07:23:19,2017-04-03,2017-04-10
8a858e445cd56553015ce90cc9241ba4,301953649,1,2017-06-27 16:11:47,2017-06-27 15:10:38,10000.0,11500.0,15,2017-07-05 11:15:17,2017-07-12,2017-07-05
8a858e585693982b01569cc35e894aed,301731158,3,2016-09-28 17:59:54,2016-09-28 16:59:45,20000.0,24500.0,30,2016-10-27 21:52:20,2016-10-28,2016-10-27
8a858e5b5bd99460015bdfb8f92e480d,301927041,1,2017-06-04 19:09:08,2017-06-04 18:09:00,10000.0,13000.0,30,2017-06-30 16:26:57,2017-07-07,2017-06-30
8a858e69566ae5b801569187d18d5bba,301829938,10,2017-03-02 14:24:21,2017-03-02 13:24:14,30000.0,34400.0,30,2017-04-03 18:51:37,2017-04-03,2017-04-03
8a858e785c8d9167015c8fed39cf53ae,301933983,1,2017-06-10 15:41:37,2017-06-10 14:40:29,10000.0,13000.0,30,2017-06-30 10:12:48,2017-07-10,2017-06-30
8a858e8455f96c1c0155f9bcfd1f0939,301914703,3,2017-05-21 11:19:50,2017-05-21 10:18:42,10000.0,13000.0,30,2017-06-20 17:38:32,2017-06-20,2017-06-20
8a858e955631db4401563ca4a4b03287,301824980,7,2017-02-23 15:10:59,2017-02-23 14:10:46,30000.0,34400.0,30,2017-03-27 23:20:44,2017-03-27,2017-03-27
8a858eb75c21a2b9015c2b5a48ba4a1e,301946538,2,2017-06-21 14:30:14,2017-06-21 13:30:07,10000.0,13000.0,30,2017-07-24 14:15:59,2017-07-21,2017-07-24
8a858ec05a4c05f2015a4c434c7220ac,301897868,4,2017-05-09 17:32:34,2017-05-09 16:32:27,20000.0,22250.0,15,2017-05-23 14:34:43,2017-05-24,2017-05-23
8a858ece5c88b58b015c8c3e06741fbf,301932503,1,2017-06-09 10:59:05,2017-06-09 09:57:56,10000.0,11500.0,15,2017-07-02 21:59:25,2017-06-28,2017-07-02
